x1,x2,label
-0.3915609243461814,0.6139984532732076,1
0.6247976190688506,-0.42436071203309933,-1
0.4203875827392137,-0.38822791997500194,-1
-0.26461801124062434,0.5394449879335198,1
-0.16870359706267068,-1.2614904773180475,-1
1.4442964888431167,0.2794426808818732,-1
1.2022800864619247,-0.00034713222288329515,-1
1.7103124825437805,0.9616801824930807,-1
0.7287206698916732,-0.20377451285872328,-1
-0.968044232485121,0.5195273609083245,1
0.4103157135272193,0.587733119104112,1
0.37193985509079996,-0.4688293138937796,-1
1.5897952367154227,0.8438282940208699,-1
0.24808267069510348,0.5102128045303786,1
0.21036005820383824,-0.9149658682537661,-1
0.12910042512778597,0.34199196083529443,1
0.5012850347499692,-0.26315395203096736,-1
0.6520448294527061,0.575919469376591,1
-0.0011938184337965119,0.5009834159631409,1
0.3873806836791184,0.7146697332179908,1
1.1557034703755291,0.5025841289437247,-1
0.7831036903124977,0.6416144153747791,1
